,step,Validation/Accuracy_agri,Validation/Accuracy_barrenland,Validation/Accuracy_grassland,Validation/Accuracy_urban,epoch,lr-Adam,train_accuracy_epoch,train_accuracy_step,train_loss_epoch,train_loss_step,val_accuracy,val_loss
390,3719,,,,,"[18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[2.063065767288208e-05, 0.0007332190871238708, 0.00017221644520759583, 0.009690087288618088, 3.575533628463745e-05, 0.0048004500567913055, 0.0005911216139793396]",,
391,3729,,,,,"[18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.014231137931346893, 2.8599053621292114e-05, 4.991888999938965e-07, 0.0004013478755950928, 0.00024009495973587036, 0.003857441246509552, 6.775185465812683e-05]",,
392,3739,,,,,"[18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0]",,,"[1.0, 1.0, 1.0, 1.0, 0.9375, 1.0, 1.0]",,"[0.0018565095961093903, 0.0005270242691040039, 0.0006660968065261841, 0.013626474887132645, 0.11779157817363739, 3.6697834730148315e-05, 1.2852251529693604e-06]",,
393,3749,,,,,"[18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.000357307493686676, 4.1697174310684204e-05, 8.918344974517822e-06, 0.004817809909582138, 4.7229230403900146e-05, 0.0026383213698863983, 0.00010561570525169373]",,
394,3759,,,,,"[18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.004555869847536087, 8.32490622997284e-05, 0.0020974352955818176, 2.7660280466079712e-05, 0.006996307522058487, 0.0014757998287677765, 1.442059874534607e-05]",,
395,3769,,,,,"[18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.00014787539839744568, 2.750009298324585e-05, 4.246830940246582e-07, 0.0043988339602947235, 0.006119716912508011, 0.0022423379123210907, 0.00023354589939117432]",,
396,3779,,,,,"[18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0009630657732486725, 0.009622819721698761, 0.0013406313955783844, 0.0019042640924453735, 2.4355947971343994e-05, 2.346932888031006e-05, 0.0006643347442150116]",,
397,3789,,,,,"[18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.00012928247451782227, 0.014622054994106293, 3.22684645652771e-05, 0.0038536638021469116, 2.2973865270614624e-05, 0.00037733837962150574, 0.010754819959402084]",,
398,3799,"[1.0, 0.9960681796073914, 0.9764851331710815, 0.9962871074676514, 0.9846547245979309, 0.9841269850730896, 0.9902557730674744]","[1.0, 1.0, 0.998734176158905, 0.9974293112754822, 0.982758641242981, 1.0, 0.9975639581680298]","[0.9913686513900757, 0.9975278377532959, 0.9914529919624329, 0.995121955871582, 0.9755799770355225, 0.9935897588729858, 0.9986594915390015]","[0.9962546825408936, 0.998769998550415, 0.9961685538291931, 0.994962215423584, 0.9898348450660706, 0.995055615901947, 1.0]","[18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0]",,"[0.9989062547683716, 0.9996874928474426, 1.0, 0.9986718893051147, 0.9885156154632568, 0.9985937476158142, 1.0]","[1.0, 1.0, 1.0, 1.0, 0.96875, 1.0, 1.0]","[0.0041616372764110565, 0.001241698395460844, 5.0695602112682536e-05, 0.004499954171478748, 0.0349419079720974, 0.006820016074925661, 2.8411177481757477e-05]","[0.0001219436526298523, 0.0008040815591812134, 1.161918044090271e-05, 0.002142723649740219, 0.12526719272136688, 0.0003317035734653473, 2.3767352104187012e-05]","[0.996874988079071, 0.9981250166893005, 0.9906250238418579, 0.9959375262260437, 0.9831249713897705, 0.9931250214576721, 0.9965624809265137]","[0.013901901431381702, 0.007630608510226011, 0.06057703495025635, 0.014835698530077934, 0.04842354729771614, 0.02172042429447174, 0.015088745392858982]"
399,3800,,,,,,"[9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05]",,,,,,
400,3809,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.00060243159532547, 0.0014771372079849243, 0.0003006644546985626, 0.010784998536109924, 0.00020897388458251953, 0.00025213882327079773, 3.1404197216033936e-05]",,
401,3819,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0010112151503562927, 0.00027182698249816895, 0.0007868073880672455, 0.03842761740088463, 3.915280103683472e-06, 2.189353108406067e-05, 0.0006302148103713989]",,
402,3829,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 1.0, 0.96875, 1.0, 1.0, 1.0]",,"[2.1670013666152954e-05, 3.9637088775634766e-05, 0.003874521702528, 0.03184720501303673, 0.00012370944023132324, 0.002889685332775116, 0.002512682229280472]",,
403,3839,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[0.96875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.03999737277626991, 3.166496753692627e-07, 0.00014846399426460266, 0.003147680312395096, 0.00030213966965675354, 0.004083257168531418, 2.1714717149734497e-05]",,
404,3849,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[0.96875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.06971603631973267, 4.932284355163574e-05, 2.4314969778060913e-05, 0.008790519088506699, 0.00036803632974624634, 0.006211671978235245, 6.794929504394531e-06]",,
405,3859,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.007365956902503967, 0.000637449324131012, 0.006043408066034317, 2.7332454919815063e-05, 0.01856210082769394, 4.547089338302612e-05, 0.00018205121159553528]",,
406,3869,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[4.1350722312927246e-07, 0.0019732527434825897, 0.0001473352313041687, 2.3793429136276245e-05, 7.26059079170227e-05, 0.00012015551328659058, 0.0009611546993255615]",,
407,3879,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.00012978911399841309, 2.538040280342102e-05, 0.001918066293001175, 7.401034235954285e-05, 4.33996319770813e-06, 0.008176334202289581, 0.0005228929221630096]",,
408,3889,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.96875]",,"[0.00017598271369934082, 2.5603920221328735e-05, 0.0030614621937274933, 0.0005842410027980804, 0.017943035811185837, 5.513429641723633e-07, 0.03458011522889137]",,
409,3899,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0007921978831291199, 1.8812716007232666e-06, 2.4996697902679443e-05, 0.028212711215019226, 0.003195095807313919, 0.0003292746841907501, 0.00019629299640655518]",,
410,3909,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 0.96875, 1.0, 1.0, 1.0, 1.0]",,"[0.0007074922323226929, 0.0015056245028972626, 0.06852023303508759, 0.00344264879822731, 1.4789402484893799e-06, 0.0006276518106460571, 2.5387853384017944e-05]",,
411,3919,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[3.0044466257095337e-05, 0.010104566812515259, 0.0008000396192073822, 3.1501054763793945e-05, 0.00015018880367279053, 0.00015523284673690796, 0.0005797035992145538]",,
412,3929,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[1.4528632164001465e-06, 1.728162169456482e-05, 0.006737418472766876, 0.010542705655097961, 0.0004663132131099701, 0.011625360697507858, 0.0015538930892944336]",,
413,3939,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[3.2592564821243286e-05, 0.0010636113584041595, 0.00022725388407707214, 8.754804730415344e-05, 8.173659443855286e-05, 2.60770320892334e-08, 0.014037605375051498]",,
414,3949,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.96875]",,"[9.827315807342529e-05, 0.005188073962926865, 3.956258296966553e-06, 2.2649765014648438e-05, 0.00028732791543006897, 0.0002184063196182251, 0.05266636610031128]",,
415,3959,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 1.0, 0.96875, 1.0, 1.0, 1.0]",,"[2.2534281015396118e-05, 0.005263905972242355, 0.00010050088167190552, 0.07244487851858139, 2.1852552890777588e-05, 0.00022257491946220398, 0.0006319507956504822]",,
416,3969,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 0.96875, 1.0, 1.0, 1.0, 1.0]",,"[0.0005835182964801788, 2.1852552890777588e-05, 0.08891668915748596, 0.00029671937227249146, 1.825392246246338e-07, 0.00012878328561782837, 0.012282077223062515]",,
417,3979,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.9375, 1.0]",,"[2.672150731086731e-05, 0.0027108415961265564, 0.00036048516631126404, 0.0003585219383239746, 0.010913733392953873, 0.0838175117969513, 1.5273690223693848e-07]",,
418,3989,,,,,"[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0016184225678443909, 2.644956111907959e-07, 0.0005308203399181366, 0.0001394711434841156, 2.714991569519043e-05, 0.022291406989097595, 0.00016409531235694885]",,
419,3999,"[0.9764851331710815, 0.9973787665367126, 0.9975247383117676, 0.9914529919624329, 0.9902557730674744, 0.855498731136322, 1.0]","[0.998734176158905, 1.0, 1.0, 1.0, 0.9975639581680298, 0.9458128213882446, 0.9915151596069336]","[0.9926739931106567, 0.9975278377532959, 0.995121955871582, 0.9923076629638672, 0.9986594915390015, 0.8168498277664185, 0.9938347935676575]","[0.9948914647102356, 1.0, 0.996221661567688, 0.9975278377532959, 1.0, 1.0, 0.9962546825408936]","[19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0]",,"[1.0, 0.9999218583106995, 0.9979687333106995, 0.9992969036102295, 1.0, 0.9886718988418579, 0.9981250166893005]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.96875, 1.0]","[5.246546061243862e-05, 0.0005857103387825191, 0.006669390015304089, 0.0028189518488943577, 2.5560622816556133e-05, 0.03140534460544586, 0.006225083954632282]","[9.306520223617554e-05, 6.507709622383118e-05, 0.00014306604862213135, 0.00013388320803642273, 2.442672848701477e-05, 0.07653215527534485, 0.005168549716472626]","[0.9906250238418579, 0.9987499713897705, 0.9971874952316284, 0.995312511920929, 0.9965624809265137, 0.9040625095367432, 0.995312511920929]","[0.05904519557952881, 0.009426160715520382, 0.010837266221642494, 0.01527340617030859, 0.015258938074111938, 0.2917892336845398, 0.019826989620923996]"
420,4000,,,,,,"[9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05]",,,,,,
421,4009,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.006234277039766312, 1.2949109077453613e-05, 0.0005507878959178925, 0.0001448318362236023, 0.0026065558195114136, 2.326071262359619e-05, 0.005204256623983383]",,
422,4019,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.006734821945428848, 0.013785097748041153, 0.010130263864994049, 2.4091452360153198e-05, 1.6391277313232422e-07, 0.013464268296957016, 0.0009468160569667816]",,
423,4029,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[2.018362283706665e-05, 0.0005196556448936462, 7.5623393058776855e-06, 0.003917284309864044, 0.00011726841330528259, 0.0001489892601966858, 0.0001744776964187622]",,
424,4039,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[1.341104507446289e-07, 1.8265098333358765e-05, 0.0010709874331951141, 0.00029122084379196167, 0.008064508438110352, 0.0042646415531635284, 0.0008477158844470978]",,
425,4049,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0006519891321659088, 5.252659320831299e-07, 0.0004791654646396637, 0.004058670252561569, 0.00017319992184638977, 2.3923814296722412e-05, 0.019184257835149765]",,
426,4059,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 1.0, 1.0, 1.0, 0.96875, 1.0, 1.0]",,"[4.365295171737671e-05, 0.0049138255417346954, 5.327165126800537e-07, 0.0015241578221321106, 0.1170671358704567, 0.0002529732882976532, 2.1614134311676025e-05]",,
427,4069,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[2.0761042833328247e-05, 0.0003481768071651459, 1.1362135410308838e-06, 0.00580877810716629, 1.8320977687835693e-05, 1.9982457160949707e-05, 0.0007057227194309235]",,
428,4079,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.000548921525478363, 2.656877040863037e-05, 4.5884400606155396e-05, 2.226606011390686e-05, 0.005079310387372971, 0.006016839295625687, 0.005232114344835281]",,
429,4089,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[0.96875, 1.0, 1.0, 1.0, 0.9375, 1.0, 1.0]",,"[0.15785479545593262, 1.979619264602661e-05, 6.514042615890503e-05, 3.7103891372680664e-06, 0.18134747445583344, 0.00011315569281578064, 0.008354853838682175]",,
430,4099,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.96875, 1.0]",,"[0.0007153041660785675, 2.164021134376526e-05, 0.00026144832372665405, 4.954636096954346e-07, 0.0015105195343494415, 0.1416584849357605, 0.00011475011706352234]",,
431,4109,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[1.683458685874939e-05, 2.164393663406372e-06, 9.030848741531372e-05, 0.0004936009645462036, 0.0010573901236057281, 0.029292695224285126, 0.0003267936408519745]",,
432,4119,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[4.917383193969727e-07, 0.025589250028133392, 2.738088369369507e-05, 0.00046519935131073, 0.0001437067985534668, 0.00045569613575935364, 1.9241124391555786e-05]",,
433,4129,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0011816173791885376, 0.0037066861987113953, 2.8580427169799805e-05, 0.008498448878526688, 2.713128924369812e-05, 2.902001142501831e-05, 2.3469328880310059e-07]",,
434,4139,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 0.96875, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[9.570643305778503e-05, 0.0449218824505806, 0.0030227303504943848, 0.00010171160101890564, 0.0016852132976055145, 2.4553388357162476e-05, 2.833828330039978e-05]",,
435,4149,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[5.587935447692871e-08, 0.0004520900547504425, 6.730109453201294e-05, 0.0001507401466369629, 2.7880072593688965e-05, 0.01376497745513916, 6.466731429100037e-05]",,
436,4159,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.00023428350687026978, 0.0029087290167808533, 1.893937587738037e-05, 0.03300434350967407, 0.00025015324354171753, 2.4106353521347046e-05, 7.264316082000732e-07]",,
437,4169,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 0.9375, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.00023920834064483643, 0.25342118740081787, 1.9554048776626587e-05, 2.4475157260894775e-06, 0.0002758800983428955, 0.0015538223087787628, 0.004014618694782257]",,
438,4179,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.043983932584524155, 0.00011869892477989197, 0.007907915860414505, 0.0003260485827922821, 0.0001260414719581604, 1.6286969184875488e-05, 2.5313347578048706e-05]",,
439,4189,,,,,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.00025094300508499146, 0.0035023465752601624, 9.231269359588623e-05, 0.0003541894257068634, 5.952268838882446e-05, 2.2377818822860718e-05, 7.078051567077637e-08]",,
440,4199,"[0.9777227640151978, 1.0, 0.990231990814209, 0.9986894130706787, 0.9833759665489197, 0.9902557730674744, 0.9986894130706787]","[0.9974683523178101, 0.9974293112754822, 1.0, 1.0, 0.9926108121871948, 0.9975639581680298, 1.0]","[0.9926739931106567, 0.997560977935791, 0.9935897588729858, 0.9938347935676575, 0.9768009781837463, 0.9986594915390015, 0.9975278377532959]","[0.9961685538291931, 0.997481107711792, 0.9962916970252991, 0.9975031018257141, 0.9898348450660706, 1.0, 1.0]","[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]",,"[1.0, 0.9993749856948853, 0.9995312690734863, 0.999218761920929, 0.9859374761581421, 1.0, 0.9999218583106995]","[1.0, 1.0, 1.0, 1.0, 0.96875, 1.0, 1.0]","[1.4265859135775827e-05, 0.003054526401683688, 0.0019118322525173426, 0.002768344944342971, 0.04095784202218056, 2.307473732798826e-05, 0.0011205388000234962]","[6.07222318649292e-07, 0.00034844502806663513, 0.00018417462706565857, 0.00022032856941223145, 0.11338803172111511, 1.9453465938568115e-05, 9.422749280929565e-05]","[0.9909374713897705, 0.9981250166893005, 0.9950000047683716, 0.9975000023841858, 0.9856250286102295, 0.9965624809265137, 0.9990624785423279]","[0.05932214856147766, 0.0075108748860657215, 0.014963128603994846, 0.013185607269406319, 0.04317031055688858, 0.015394356101751328, 0.00763149606063962]"
441,4200,,,,,,"[9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05, 9.999999747378752e-05]",,,,,,
442,4209,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.00036730989813804626, 0.0006296448409557343, 1.7162412405014038e-05, 9.170174598693848e-05, 1.7881393432617188e-07, 0.0034944377839565277, 2.6147812604904175e-05]",,
443,4219,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[6.223097443580627e-05, 5.869939923286438e-05, 2.14502215385437e-05, 0.0004610493779182434, 0.009094223380088806, 0.02195509523153305, 2.384185791015625e-07]",,
444,4229,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.000224284827709198, 0.001675724983215332, 0.0024937205016613007, 0.007830794900655746, 2.2221356630325317e-05, 1.825392246246338e-07, 0.00017295032739639282]",,
445,4239,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[1.2520700693130493e-05, 1.9278377294540405e-05, 0.0012552253901958466, 0.000765487551689148, 0.00269969180226326, 0.008599329739809036, 0.003424163907766342]",,
446,4249,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.001059897243976593, 0.0010031722486019135, 0.008203588426113129, 2.4974346160888672e-05, 2.1871179342269897e-05, 5.487352609634399e-06, 2.2117048501968384e-05]",,
447,4259,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.96875]",,"[4.1328370571136475e-05, 3.096088767051697e-05, 4.819035530090332e-05, 2.5819987058639526e-05, 0.004209842532873154, 0.00022483989596366882, 0.040150489658117294]",,
448,4269,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0017918571829795837, 1.8034130334854126e-05, 3.121793270111084e-06, 0.00016771256923675537, 0.00010040402412414551, 0.003011222928762436, 0.00010817870497703552]",,
449,4279,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0010941922664642334, 4.731863737106323e-05, 0.00035123154520988464, 0.0012641660869121552, 1.936778426170349e-05, 1.2479722499847412e-06, 0.002046506851911545]",,
450,4289,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[0.96875, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0866699367761612, 8.33459198474884e-05, 0.00017045438289642334, 2.187490463256836e-05, 0.0013094842433929443, 6.280839443206787e-05, 2.7157366275787354e-05]",,
451,4299,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[1.0, 1.0, 0.9375, 1.0, 1.0, 1.0, 1.0]",,"[5.2403658628463745e-05, 0.00011507421731948853, 0.12069226801395416, 0.0004941597580909729, 1.6182661056518555e-05, 2.381950616836548e-05, 0.0009018667042255402]",,
452,4309,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[1.0, 1.0, 1.0, 0.9375, 1.0, 1.0, 1.0]",,"[0.021526023745536804, 3.312528133392334e-05, 0.0014893747866153717, 0.18878839910030365, 0.0005783028900623322, 2.454221248626709e-05, 0.0011876970529556274]",,
453,4319,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.875]",,"[2.242252230644226e-05, 0.0009386539459228516, 4.528835415840149e-05, 0.0001337192952632904, 0.0014110244810581207, 0.013550348579883575, 0.24122847616672516]",,
454,4329,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[0.78125, 1.0, 0.96875, 1.0, 1.0, 1.0, 1.0]",,"[0.5863324403762817, 0.0009189806878566742, 0.03225536271929741, 3.170967102050781e-05, 0.0009230338037014008, 0.00014672428369522095, 1.874566078186035e-05]",,
455,4339,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.71875, 1.0]",,"[0.012714527547359467, 1.8171966075897217e-05, 5.137920379638672e-05, 0.00033885613083839417, 0.0010811612010002136, 0.804843544960022, 0.00013601407408714294]",,
456,4349,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[0.8125, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.45464780926704407, 0.001848522573709488, 8.709728717803955e-06, 8.452683687210083e-05, 0.002479325979948044, 1.958012580871582e-05, 0.011691983789205551]",,
457,4359,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.8125, 1.0]",,"[0.001108761876821518, 0.00022795796394348145, 0.00032594799995422363, 1.8712133169174194e-05, 0.008177310228347778, 0.4307025372982025, 4.0549784898757935e-05]",,
458,4369,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[0.8125, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.41494905948638916, 1.9595026969909668e-05, 0.027109943330287933, 2.14502215385437e-05, 0.001995854079723358, 0.0005948692560195923, 1.7739832401275635e-05]",,
459,4379,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[1.0, 1.0, 1.0, 1.0, 0.9375, 1.0, 1.0]",,"[2.1900981664657593e-05, 6.776675581932068e-05, 6.642937660217285e-05, 0.006066124886274338, 0.20375780761241913, 0.002885337918996811, 4.1425228118896484e-05]",,
460,4389,,,,,"[21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]",,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,"[0.0002520903944969177, 0.04346544295549393, 1.7933547496795654e-05, 3.3352524042129517e-05, 0.00013691559433937073, 0.007653582841157913, 0.01240798830986023]",,
